symptom,disease
"I keep feeling my body's been burning up, persistent cough, chills, throbbing head pain, always tired and body aches.",flu
my issue is queasiness as well as my body's been burning up since a few days.,food poisoning
"Lately I've had running a temperature, also been sick multiple times since a few days.",food poisoning
"I have runny stomach, been sick multiple times, general weakness, feeling sick to my stomach and running a temperature.",food poisoning
"Lately I've been dealing with feeling sick to my stomach, frequent bathroom trips combined with high temperature.",food poisoning
"I have general weakness, queasiness as well as high temperature.",food poisoning
"I feel general weakness, also running a temperature recently.",food poisoning
"I wanted to tell you about feeling really weak, also vomiting a lot.",food poisoning
I wanted to tell you about my body's been burning up plus runny stomach recently.,food poisoning
"My problem is been sick multiple times, general weakness, the urge to vomit, frequent bathroom trips and also running a temperature recently.",food poisoning
"I'm struggling with watery movements, high temperature, queasiness, general weakness and been sick multiple times and it's getting worse.",food poisoning
"Been having general weakness, abdominal cramps combined with the urge to vomit for a while now.",food poisoning
"I have dehydration, abdominal cramps and the urge to vomit.",food poisoning
"I have vomiting a lot, running a temperature, body feels like jelly, the urge to vomit, abdominal cramps and also dehydration.",food poisoning
"Doctor, I'm dealing with my body's been burning up, abdominal cramps, upset stomach, general weakness and vomiting a lot.",food poisoning
"I keep having been sick multiple times, dehydration, abdominal cramps and body feels like jelly recently.",food poisoning
"The issue I'm facing is dehydration, the urge to vomit, abdominal cramps and feelin feverish.",food poisoning
"Been having dehydration, the urge to vomit, abdominal cramps, vomiting a lot nd body feels like jelly and I don't know what to do.",food poisoning
"I keep feeling no strength at all, dehydration, abdominal cramps, the urge to vomit, been sick multiple times and also running a temperature since a few days.",food poisoning
"I've been going through dehydration, abdominal cramps, upset stomach, general weakness and running a temperature recently.",food poisoning
"I wanted to tell you about my body's been burning up, no strength at all, throwing up and the urge to vomit.",food poisoning
"I keep noticing been sick multiple times, my body's been burning up n the urge to vomit.",food poisoning
"Recently I've been having upset stomach, running a temperature combined with been sick multiple times.",food poisoning
"Doctor, I've been having vomiting a lot, the urge to vomit as well as my body's been burning up recently.",food poisoning
"Doctor, I'm dealing with feeling sick to my stomach, my body's been burning up and been sick multiple times recently n stuff",food poisoning
"Doctor, I'm dealing with puking, running a temperature and feelin sick to my stomach and I'm worried.",food poisoning
"I keep having queasiness, feeling feverish and throwing up and I'm worried.",food poisoning
"I've been experiencing the urge to vomit, running a temperature combined with been sick multiple times and it's getting worse.",food poisoning
"got high temperature, puking along with feeling sick to my stomach.",food poisoning
"Doctor, I'm dealing with queasiness, feeling feverish and puking and I don't know what to do.",food poisoning
"I keep having vomiting a lot, queasiness combined with my body's been burning up since a few days.",food poisoning
"Recently I've been having been sick multiple times, dehydration, my body's been burning up, the urge to vomit and frequent bathroom trips since a few days.",food poisoning
"I've been experiencing dehydration, queasiness, frequent bathroom trips, feeling feverish and been sick multiple times and it's getting worse.",food poisoning
"I'm suffering from runny stomach, dehydration, upset stomach, feelin feverish plus puking for a while now.",food poisoning
I'm suffering from frequent bathroom trips along with feeling sick to my stomach recently.,food poisoning
"My problem is high temperature, puking, queasiness and watery movements for a while now.",food poisoning
Recently I've started having high temperature combined with puking and I don't know what to do.,food poisoning
"I have dehydration, runny stomach, queasiness and throwing up since a few days.",food poisoning
"Doctor, I'm dealing with my body's been burning up, dehydration, watery movements, throwing up plus queasiness.",food poisoning
My problem is puking along with queasiness.,food poisoning
"I keep having dehydration, upset stomach n watery movements and it's getting worse.",food poisoning
I wanted to tell you about puking as well as feeling feverish for a while now.,food poisoning
"I feel abdominal cramps, queasiness plus watery movements for a while now.",food poisoning
"Doctor, I'm dealing with loose watery stools, abdominal cramps, my body's been burning up, puking and also the urge to vomit recently.",food poisoning
"I have abdominal cramps, the urge to vomit and running a temperature and I don't know what to do.",food poisoning
"What's bothering me is upset stomach, my body's been burning up along with abdominal cramps and I don't know what to do.",food poisoning
"I've been dealing with upset stomach, abdominal cramps n also my body's been burning up and it's getting worse.",food poisoning
"Doctor, I've been experiencing my body's been burning up and puking and it's getting worse.",food poisoning
"I have feeling feverish, upset stomach, loose watery stools, puking plus abdominal cramps and I'm worried.",food poisoning
"Lately I've had abdominal cramps, the urge to vomit combined with feeling feverish.",food poisoning
